customer_key,customer_id,age,gender,state,city,customer_type,customer_segment,loan_type,customer_since_date,age_group,region
191,494dd267-1ddd-4499-bcb5-1e75cb9c3e62,29,F,West Bengal,Kolkata,Retail,Mass,Credit Card,2020-10-26,26-35,East
192,96493e51-08cf-42bf-9583-85d114904209,26,F,Karnataka,Bengaluru,Retail,Mass,Personal Loan,2023-11-17,26-35,South
193,f6a4810e-1f0b-4a09-a30c-970cae292b35,49,F,Maharashtra,Mumbai,Retail,Wealth,Personal Loan,2022-10-29,46-55,West
194,d1979c7f-5e01-4cfb-9f94-636649593513,33,M,Uttar Pradesh,Noida,Retail,Wealth,Personal Loan,2025-09-10,26-35,North
195,3b451975-d4ae-494f-9172-17a644bad4d6,39,M,Maharashtra,Mumbai,Retail,Mass,Personal Loan,2025-06-06,36-45,West
196,3f6d61b7-1ab5-4428-8c19-b6b6db6db10b,37,F,Maharashtra,Mumbai,Retail,High Value,Personal Loan,2023-10-07,36-45,West
197,59e3b433-4708-430f-a9a2-a111e462e515,46,M,Telangana,Hyderabad,Retail,Mass,Home Loan,2022-01-28,46-55,South
198,5517d8bb-91ba-4263-96c3-de4d7e7071fe,27,F,Gujarat,Ahmedabad,SME,Mass,Personal Loan,2021-10-10,26-35,West
199,cadf0101-6491-4596-b481-d9e1a04bb096,25,M,Maharashtra,Mumbai,Corporate,Mass,Credit Card,2021-02-07,18-25,West
200,3069e8f9-11dc-4fb2-8185-3f069e2561f3,40,M,Karnataka,Bengaluru,Retail,Mass,Personal Loan,2024-12-03,36-45,South
201,fc6f5a76-d806-4ca3-9a57-eee48b481011,45,F,Maharashtra,Pune,Retail,Mass,Auto Loan,2024-11-24,36-45,West
202,3d685bfa-c9a6-4c21-95db-73b111c2fc28,41,M,Kerala,Kochi,Retail,Mass,Home Loan,2023-01-14,36-45,South
203,3c9a1f36-c112-4111-af34-9dda4ac12d59,28,M,Telangana,Hyderabad,Retail,Mass,None,2023-01-04,26-35,South
204,f1bbca52-df6a-4efe-b4dd-91780c45d2ba,46,M,Maharashtra,Mumbai,Retail,Premium,Auto Loan,2025-10-20,46-55,West
205,c6d65282-0661-4d66-9e70-727f79bc3e62,29,M,Maharashtra,Mumbai,Retail,Premium,Personal Loan,2023-07-22,26-35,West
206,a2075727-06ec-42af-8c83-01da35dfc2a2,31,F,Karnataka,Bengaluru,SME,Premium,Credit Card,2021-02-01,26-35,South
207,df43e53f-3b2e-4b53-9215-49978f0db061,26,M,Maharashtra,Mumbai,SME,Mass,Personal Loan,2025-02-08,26-35,West
208,d41e5058-f6e5-486f-816b-21e7967dcc43,53,M,Tamil Nadu,Chennai,Retail,Premium,Auto Loan,2021-07-06,46-55,South
209,107d52b6-74b1-4e51-b41c-e720d2f7b083,45,M,Maharashtra,Mumbai,Retail,Mass,Credit Card,2023-07-22,36-45,West
210,8f99a127-20f3-4ae7-af44-8b353ce831c8,45,F,Telangana,Hyderabad,Retail,Premium,Credit Card,2023-02-18,36-45,South
211,b9834979-98d6-467a-8671-8a9f5b596e72,52,M,Tamil Nadu,Chennai,Retail,Mass,Auto Loan,2022-06-28,46-55,South
212,76cbf77c-b1e1-4471-9cbe-68a81cf1e5d4,71,F,Telangana,Hyderabad,SME,Mass,Home Loan,2022-02-20,65+,South
213,5330370f-3cfe-4aee-99db-05819b6a7f16,18,F,Maharashtra,Mumbai,Retail,Mass,None,2022-07-07,18-25,West
214,e71221e1-1ba4-4781-9678-d03893743590,29,M,Haryana,Gurugram,Retail,Premium,Personal Loan,2025-06-08,26-35,North
215,310021bb-311c-4a0e-a6f7-7be75983c183,30,F,Maharashtra,Pune,Retail,High Value,Personal Loan,2024-05-21,26-35,West
216,fc54c749-52cc-4f80-8419-0af571dbf32a,27,F,Maharashtra,Pune,Retail,Premium,Personal Loan,2021-05-17,26-35,West
217,e83f86b7-0ddf-4b54-9bfa-6f4e4a717a56,25,M,Maharashtra,Mumbai,Retail,Wealth,Credit Card,2025-10-13,18-25,West
218,cac321a5-4c63-4133-a0af-a5293703d50d,34,M,Maharashtra,Mumbai,Retail,High Value,Credit Card,2022-02-01,26-35,West
219,b818dc89-f890-444a-838d-879e3599bb5c,23,F,West Bengal,Kolkata,Retail,Mass,Personal Loan,2023-02-26,18-25,East
220,1cfc11e0-1e21-4448-9ef0-1f9a498401f3,42,F,Delhi,Delhi,Retail,Premium,Home Loan,2025-05-07,36-45,North
221,a41bd4be-0779-41f8-9f7c-1a4af3221238,38,F,Karnataka,Bengaluru,Retail,Mass,Personal Loan,2025-05-01,36-45,South
222,4ef6ea4f-a77b-41ac-91b6-1684c2b36d9d,43,O,Delhi,Delhi,Retail,Mass,Credit Card,2020-08-19,36-45,North
223,0ae18267-e094-4df7-9569-9aa08f5894a3,44,M,Tamil Nadu,Chennai,Retail,Mass,Auto Loan,2025-10-31,36-45,South
224,601e5e4c-0913-4e3c-9cfa-2286abcf4939,45,F,Rajasthan,Jaipur,Retail,Wealth,Credit Card,2025-11-17,36-45,North
225,0de2c4b3-1748-4f75-a063-7fdd335bf9d1,33,F,Karnataka,Bengaluru,Retail,Premium,Credit Card,2025-11-29,26-35,South
226,41fb246e-ca58-4dcf-856a-c2da75cb0bab,63,M,West Bengal,Kolkata,Retail,Mass,Personal Loan,2022-07-24,56-65,East
227,bf9177d4-4165-4f56-aa36-cf0c77239f27,40,M,Maharashtra,Mumbai,Retail,Mass,Personal Loan,2020-12-06,36-45,West
228,5e4d89f7-7895-4e3a-9453-a87cd33a4850,18,M,Telangana,Hyderabad,Retail,Mass,Credit Card,2025-01-23,18-25,South
229,f9c58944-44c0-43d9-b4d8-395c6da0e316,25,F,Tamil Nadu,Chennai,Retail,Premium,Credit Card,2021-08-24,18-25,South
230,dc141ad6-e305-4add-832c-37b78a6fbda2,18,M,Maharashtra,Mumbai,Retail,High Value,Personal Loan,2022-01-24,18-25,West
231,387c67d2-60a4-4d11-bac3-4909ea92256b,38,F,Maharashtra,Mumbai,Retail,Mass,None,2024-09-29,36-45,West
232,0f06c224-e042-4313-b8ff-3776e4f72e31,36,M,Delhi,Delhi,Retail,Mass,Credit Card,2025-08-14,36-45,North
233,3f392d33-2e33-4cca-8507-9ffe08342739,32,M,Rajasthan,Jaipur,Retail,Mass,Home Loan,2023-05-02,26-35,North
234,4d2eaa3c-08c3-4460-9caf-67175975a95c,62,F,Telangana,Hyderabad,Retail,Mass,Credit Card,2025-07-23,56-65,South
235,a4368729-ede0-4179-979a-b3395daebf08,44,M,West Bengal,Kolkata,Retail,Mass,None,2025-05-19,36-45,East
236,b000c9a1-5a47-4c32-9836-ce2d2d8f0afe,46,F,Haryana,Gurugram,Retail,Mass,Personal Loan,2023-06-14,46-55,North
237,9478f19e-ed04-4cae-977b-aed02e7aceff,26,M,Delhi,Delhi,Retail,Mass,Personal Loan,2021-07-15,26-35,North
238,6d3fced8-fcd1-41b5-9993-534c1973d17f,26,F,Haryana,Gurugram,Retail,Mass,Auto Loan,2020-07-23,26-35,North
239,15bb82a1-e223-4b45-a186-6b2be2840f9f,38,M,Maharashtra,Mumbai,Corporate,High Value,Auto Loan,2022-07-26,36-45,West
240,03e04c1c-632f-4fed-b16a-17efbd8fffa4,40,O,Maharashtra,Mumbai,Retail,Mass,Credit Card,2024-06-27,36-45,West
241,91a4b50b-6788-4ee1-9895-c3a3a01065fe,18,F,Haryana,Gurugram,SME,Mass,Personal Loan,2024-03-16,18-25,North
242,d7c3e5e9-7468-466d-ad3c-e77b2e21b729,35,M,Haryana,Gurugram,Retail,Premium,Personal Loan,2022-08-25,26-35,North
243,bfa7c35c-a5f5-4d9b-99aa-4016f79564d5,38,M,Karnataka,Bengaluru,SME,High Value,Home Loan,2025-01-20,36-45,South
244,63ab50a6-bc11-4b77-a776-1757d59d81e5,35,M,Telangana,Hyderabad,SME,Mass,Home Loan,2023-03-01,26-35,South
245,5449ad69-2afb-4774-9d23-d56a90f8f163,28,F,Tamil Nadu,Chennai,Corporate,Mass,Personal Loan,2021-10-17,26-35,South
246,34dc89d3-a261-4692-a9af-e19cb36475a9,31,F,Uttar Pradesh,Noida,Retail,Premium,Personal Loan,2021-05-23,26-35,North
247,dc52e575-3e81-455a-8b8b-6c7edf1e5abf,35,M,Tamil Nadu,Chennai,Retail,Mass,Credit Card,2025-09-05,26-35,South
248,5c67b114-b717-471b-83e4-5ccf557e3b84,39,M,Delhi,Delhi,Retail,Premium,Credit Card,2024-06-03,36-45,North
249,bdd60606-c1fe-4f43-b3e3-eeedeeaf0797,45,F,Delhi,Delhi,Retail,Mass,Credit Card,2024-08-10,36-45,North
250,b61905b8-acfc-4fb4-ab8d-6dfec81ad953,50,M,Delhi,Delhi,Retail,Mass,Credit Card,2022-12-19,46-55,North
251,bcd8a422-644b-45a3-85ac-d3765805682b,34,F,Tamil Nadu,Chennai,Corporate,Mass,None,2024-12-27,26-35,South
252,b9170c19-0a6b-4b06-8af7-28a4fbff891a,32,M,Uttar Pradesh,Noida,Retail,Premium,Personal Loan,2020-10-18,26-35,North
253,d3511ce2-a16f-41a3-9df3-5b11f960c977,43,F,Delhi,Delhi,Retail,Mass,Credit Card,2020-12-24,36-45,North
254,da542e42-a053-4fc5-a775-87b684acd1ea,45,O,Karnataka,Bengaluru,Retail,Mass,Credit Card,2024-03-07,36-45,South
255,460a834d-c5b8-4493-a287-8d042fb9b21a,32,M,Karnataka,Bengaluru,Retail,Mass,Credit Card,2023-10-10,26-35,South
256,2a2b7628-c437-45b9-832b-ed4c30622d49,47,M,Maharashtra,Pune,Retail,Premium,Auto Loan,2023-08-07,46-55,West
257,7aa5e553-91d5-4bc5-b7f6-81eaeef89dc5,49,M,Haryana,Gurugram,Retail,Mass,Credit Card,2025-10-08,46-55,North
258,2847f9c5-e143-4a16-8d0a-3f5c82694f7a,53,F,Maharashtra,Mumbai,Retail,Premium,Credit Card,2021-02-19,46-55,West
259,456c277e-b788-4545-a848-d7f36b545905,59,M,Maharashtra,Mumbai,Retail,Premium,Personal Loan,2021-09-26,56-65,West
260,ba7cefee-3549-4628-ad93-740febce715a,27,F,Telangana,Hyderabad,Retail,Mass,Credit Card,2024-03-08,26-35,South
261,c11c37f8-3285-4c70-a92e-73bed44069b1,38,F,Maharashtra,Mumbai,Retail,Wealth,Personal Loan,2023-01-03,36-45,West
262,258d4f37-4013-4371-b3f5-5ffe138f0fb3,38,M,Haryana,Gurugram,Retail,High Value,Personal Loan,2023-12-02,36-45,North
263,0ddc3b21-a526-4e8d-ad3f-347d11fb4b49,36,F,Karnataka,Bengaluru,Retail,Mass,Credit Card,2024-10-02,36-45,South
264,69516ef7-821d-4b44-b3d2-77eab0039f7d,30,M,Maharashtra,Mumbai,Corporate,Mass,Credit Card,2024-05-03,26-35,West
265,fcc0374d-1c61-4094-a60d-a4fea1eeba80,20,F,West Bengal,Kolkata,Retail,Mass,None,2025-06-01,18-25,East
266,843c9177-27ca-4197-b2e5-88af638b6dd7,39,M,Maharashtra,Mumbai,Retail,Mass,Credit Card,2021-07-27,36-45,West
267,e16a710f-be7b-49ad-960e-e7457c016915,28,F,Karnataka,Bengaluru,Retail,Mass,Home Loan,2022-06-02,26-35,South
268,ff982917-ec2f-452b-97b0-a970d1fabe21,39,F,Maharashtra,Mumbai,Retail,High Value,Personal Loan,2020-11-28,36-45,West
269,caf2a037-2078-4b67-9d63-16cb61b89e34,28,F,Maharashtra,Mumbai,Retail,High Value,Credit Card,2025-12-19,26-35,West
270,8546f1e1-6973-4da9-8750-e283f757acb1,24,F,Maharashtra,Mumbai,Retail,Mass,None,2022-07-19,18-25,West
271,9727876d-173b-4e1b-98a0-52c2c8a99d91,40,M,Maharashtra,Mumbai,Retail,Mass,Credit Card,2022-12-08,36-45,West
272,945a59e2-fd1d-492f-85fd-87c0969ac313,39,F,Maharashtra,Mumbai,Retail,Mass,Home Loan,2022-08-03,36-45,West
273,3d7f2611-d1bc-4b1c-b46d-4a4f04297b31,44,F,Maharashtra,Mumbai,Retail,Mass,Credit Card,2020-08-01,36-45,West
274,666c2b19-ccc7-4a1a-9a74-c933b9184a28,64,F,Telangana,Hyderabad,SME,Mass,Personal Loan,2023-11-13,56-65,South
275,12cb78a7-2dd3-403e-a286-75fe42af4a38,41,M,Tamil Nadu,Chennai,Retail,High Value,Credit Card,2025-03-25,36-45,South
276,aa29ee86-5871-4efa-a6f1-69e71b10950d,43,M,Delhi,Delhi,Retail,High Value,Personal Loan,2025-12-08,36-45,North
277,576cdcaa-db29-48c2-a9b2-68904d5a74f0,25,F,Karnataka,Bengaluru,Retail,Mass,Personal Loan,2023-04-23,18-25,South
278,0484a071-5604-499b-bf3e-f5de74c8d4d0,22,M,Telangana,Hyderabad,Retail,Premium,Personal Loan,2025-01-19,18-25,South
279,9eef3c28-0a36-4215-980c-61bcac6d05de,56,F,Gujarat,Ahmedabad,Retail,Mass,Personal Loan,2025-03-25,56-65,West
280,ce26196b-635f-4ab9-9342-367196de8793,26,F,Uttar Pradesh,Noida,Retail,Premium,Credit Card,2025-03-13,26-35,North
281,f6e1e37e-a9fd-4487-8cff-ad9b0219598c,25,F,Maharashtra,Mumbai,Retail,Mass,Auto Loan,2024-06-27,18-25,West
282,3b2f713e-7ec8-496b-a76e-9cdf745b509c,37,M,Maharashtra,Mumbai,Retail,Mass,Credit Card,2025-05-15,36-45,West
283,3c0c7f6c-5f7a-4f12-9ace-ff1cc3454627,36,F,Karnataka,Bengaluru,Corporate,Premium,Home Loan,2023-05-06,36-45,South
284,b32c9a9b-cbf7-4258-babd-7467590cf4d8,27,M,Karnataka,Bengaluru,Retail,Mass,Credit Card,2022-06-03,26-35,South
285,907bd2d5-c175-4878-8668-f3a6d6b43dfa,34,M,Telangana,Hyderabad,Retail,Mass,Personal Loan,2024-06-02,26-35,South
286,b187afc5-bdfd-45cf-bb76-dead47c0319d,52,F,Delhi,Delhi,Retail,Mass,Personal Loan,2025-04-04,46-55,North
287,0b51499b-fe9b-44a3-aa8c-501e90ce3dc7,28,M,Maharashtra,Mumbai,Retail,Premium,Auto Loan,2022-11-14,26-35,West
288,94baf382-93ce-47d9-8565-83d93e9485b8,21,M,Delhi,Delhi,Retail,Premium,Credit Card,2025-07-14,18-25,North
289,510b0188-f277-41de-bd1b-166b44b39c1a,49,M,Telangana,Hyderabad,Retail,Mass,Auto Loan,2021-12-18,46-55,South
290,d2a10bc1-7f1c-4616-aa70-bbff1eb0a2fa,43,M,Maharashtra,Mumbai,Retail,Mass,Personal Loan,2023-11-28,36-45,West
291,a9408e52-d6c2-404c-9bbb-3c4019e61ada,30,F,Uttar Pradesh,Noida,Retail,Premium,Credit Card,2023-10-05,26-35,North
292,e1585fea-7bce-41d8-a6d3-17ce96b3961b,19,M,Maharashtra,Mumbai,SME,Mass,Home Loan,2024-08-21,18-25,West
293,710c38ea-5a5d-4fe3-a5d3-001b02d73f12,29,M,West Bengal,Kolkata,SME,Mass,None,2024-06-15,26-35,East
294,2cc4adfc-9f9d-450f-a95d-ecdc9ba54d22,37,F,Maharashtra,Mumbai,SME,Premium,Personal Loan,2025-03-16,36-45,West
295,3da9f71b-0f09-40d3-b665-26b21505156f,51,M,Uttar Pradesh,Noida,Retail,Mass,None,2022-12-12,46-55,North
296,125cb718-ed73-47f3-aeea-d091bd776ca4,25,F,Gujarat,Ahmedabad,Retail,Premium,Credit Card,2025-03-15,18-25,West
297,10c647e2-48d7-4cdd-bbf1-a868190142d0,36,F,Kerala,Kochi,Retail,Mass,Home Loan,2022-04-11,36-45,South
298,16a0cdaf-e8f5-4891-9088-be5664f7d83a,46,F,Haryana,Gurugram,Corporate,Premium,Credit Card,2024-08-07,46-55,North
299,4a556abb-7cca-4a37-a956-8ab5bcdafa31,18,F,Maharashtra,Pune,Retail,Mass,Credit Card,2022-11-28,18-25,West
300,5df326ea-b593-475c-964a-ecab4f79a291,50,M,Tamil Nadu,Chennai,Retail,Mass,Credit Card,2023-01-24,46-55,South
301,2a94c875-4c2b-4e29-ba35-fc59233d3b1f,23,F,Maharashtra,Pune,Retail,Mass,Home Loan,2022-07-15,18-25,West
302,b363f4a8-6999-4e4c-b41c-7bb8a62b1820,41,M,Maharashtra,Mumbai,Retail,High Value,Personal Loan,2021-11-07,36-45,West
303,16eb68ce-9c4c-42f5-bbb8-0a99bbea2fa2,40,M,Telangana,Hyderabad,SME,High Value,Credit Card,2022-12-07,36-45,South
304,cd591226-496d-4529-98f8-576d79986a44,51,F,Telangana,Hyderabad,Retail,Premium,Credit Card,2021-05-02,46-55,South
305,b36aaf95-66f8-479b-a8ee-7a6903935925,44,M,Uttar Pradesh,Noida,Retail,Mass,Credit Card,2024-08-01,36-45,North
306,494bf88a-182c-47f3-b367-f69201572a2a,18,F,Delhi,Delhi,Retail,Mass,Credit Card,2021-11-21,18-25,North
307,ce337ddb-f2a4-42da-ba64-6249688aeba6,28,F,Delhi,Delhi,Retail,Premium,Credit Card,2024-02-16,26-35,North
308,89265d23-7f0f-46cc-b10e-ff5c7fc1a932,39,F,Tamil Nadu,Chennai,Retail,Premium,Credit Card,2022-07-25,36-45,South
309,eee7f299-fcbe-4a6d-9226-0d62327ddf23,35,M,Karnataka,Bengaluru,SME,Mass,Credit Card,2023-04-24,26-35,South
310,36c56f39-68b9-4663-acac-b1eeb0d04c62,43,M,Maharashtra,Mumbai,Retail,High Value,Credit Card,2021-01-12,36-45,West
311,52c0b938-1664-4aab-898c-01584fe25f6e,47,F,Delhi,Delhi,Retail,Mass,Credit Card,2024-07-08,46-55,North
312,0061669a-6756-48e0-853b-9b836a55c30c,45,M,Delhi,Delhi,Retail,Mass,Home Loan,2023-02-27,36-45,North
313,c917ec44-fece-4d54-8b6e-927eee3aa623,35,M,Karnataka,Bengaluru,Retail,High Value,Credit Card,2025-02-07,26-35,South
314,59e0f185-3ff9-4548-b933-1b476714b071,18,F,Delhi,Delhi,Retail,Mass,Personal Loan,2022-07-15,18-25,North
315,b71cb092-1005-491d-b810-b9275a1169a5,32,F,Delhi,Delhi,Retail,Mass,Credit Card,2025-10-20,26-35,North
316,6c1d95ab-3452-4e78-aae5-8547de75a132,42,F,Karnataka,Bengaluru,SME,Mass,Personal Loan,2023-10-01,36-45,South
317,8bbd2911-813a-420e-a5e8-83accbd8f042,24,M,Delhi,Delhi,Retail,Wealth,Personal Loan,2025-12-13,18-25,North
318,24b2025c-5924-4cb3-aa8f-8d3edcad1fa2,45,M,Tamil Nadu,Chennai,Retail,Mass,Home Loan,2024-03-18,36-45,South
319,dafb0170-7a3b-42bb-9680-c642a9933e25,48,F,Karnataka,Bengaluru,Retail,Premium,Credit Card,2023-05-09,46-55,South
320,ae087b04-4d94-47e8-9309-96e484cadb99,39,M,West Bengal,Kolkata,Retail,Mass,Credit Card,2024-03-09,36-45,East
321,b19fbc4a-68e6-462f-a8e9-ef14bd3aae82,18,M,West Bengal,Kolkata,Retail,Mass,None,2023-11-22,18-25,East
322,79c5872f-bcd5-4443-b1ca-581f00fca51f,22,M,Delhi,Delhi,SME,Mass,Personal Loan,2025-03-11,18-25,North
323,1961fb10-f067-4399-8ade-d9ed55a6514e,60,M,Karnataka,Bengaluru,Retail,Mass,Personal Loan,2022-02-02,56-65,South
324,f92c9a8a-1c71-4a31-af7a-87d2356a0c68,31,M,Telangana,Hyderabad,Corporate,Mass,Personal Loan,2021-08-22,26-35,South
325,1ef09670-8816-4931-a72f-017f72ec1e18,18,M,Uttar Pradesh,Noida,Retail,Mass,Personal Loan,2023-07-07,18-25,North
326,869db8a6-1fe3-4328-ab98-a404b49d968e,52,F,Tamil Nadu,Chennai,Retail,Premium,Credit Card,2025-09-13,46-55,South
327,4d0dbdb5-ce3f-4842-9ff5-3131c7882406,38,M,Haryana,Gurugram,Retail,Mass,Home Loan,2025-08-30,36-45,North
328,47c01a18-ddd9-445f-aba7-9d939fa7bb12,51,F,Telangana,Hyderabad,Retail,Premium,Credit Card,2022-04-23,46-55,South
329,78c150fc-02ea-47b9-8963-b8ff48220bb9,41,M,Tamil Nadu,Chennai,SME,Premium,Personal Loan,2020-12-01,36-45,South
330,5380c272-5047-46f6-a32d-01c148d70e2d,43,F,Karnataka,Bengaluru,Retail,Mass,Credit Card,2021-04-09,36-45,South
331,bf27fb0b-b6c1-470d-b8a9-5f32c1e8485f,42,M,Maharashtra,Pune,Retail,Mass,Personal Loan,2023-10-14,36-45,West
332,54dd3932-1f95-4ad8-a0c4-35b47c0949d9,46,M,Karnataka,Bengaluru,Retail,Mass,Credit Card,2023-04-13,46-55,South
333,026f33b8-d032-4478-a67a-83033d806c06,65,M,Tamil Nadu,Chennai,SME,Mass,Credit Card,2025-02-09,56-65,South
334,290b8d0a-c8ef-429f-936e-c32d723a3ff3,49,M,Uttar Pradesh,Noida,Retail,Mass,Personal Loan,2025-08-14,46-55,North
335,58c31f7c-e8e2-481a-b43f-5906286e8ced,19,M,Maharashtra,Mumbai,Retail,Mass,Home Loan,2021-10-23,18-25,West
336,4d8e98c5-7289-4777-adf7-5e9d8fa4b7ba,43,F,Tamil Nadu,Chennai,Retail,Mass,Home Loan,2023-08-29,36-45,South
337,132e8f33-c760-4d62-8959-4a790f1e6095,51,F,Maharashtra,Mumbai,SME,Mass,Personal Loan,2023-04-14,46-55,West
338,87532ec4-efa9-4ce3-9297-a92077e02614,52,M,Maharashtra,Pune,Retail,Wealth,Credit Card,2024-02-15,46-55,West
339,e79a3545-2bc0-41b3-98d7-cf8fd1a547c3,32,M,Maharashtra,Mumbai,Retail,Mass,Credit Card,2024-04-15,26-35,West
340,5fffc2cd-3ce1-466a-89aa-905500816249,51,F,West Bengal,Kolkata,Corporate,Mass,Personal Loan,2020-08-09,46-55,East
341,c2cb8f4b-95d1-4d64-9959-0b90ca69e0f5,49,F,Maharashtra,Mumbai,Retail,Mass,Personal Loan,2021-07-14,46-55,West
342,83b54c73-262f-4a33-a177-97818c1a2ce3,68,M,Rajasthan,Jaipur,Retail,Premium,Credit Card,2022-03-21,65+,North
343,006dd64d-19bb-4c67-b565-bab136003b6f,28,F,Haryana,Gurugram,Retail,Mass,Auto Loan,2023-11-15,26-35,North
344,3caf4c3e-1d78-44f6-b76c-4029d38e0ce6,31,M,Telangana,Hyderabad,Retail,Mass,Credit Card,2022-01-20,26-35,South
345,4e271650-6c2a-445d-a871-ca2ab7bfe93b,34,F,Haryana,Gurugram,Retail,Premium,Credit Card,2024-02-23,26-35,North
346,db0e84b2-b421-412d-bbeb-d6b8ae1e6069,32,M,Haryana,Gurugram,Retail,Mass,Credit Card,2023-03-07,26-35,North
347,7286b002-5857-468e-9974-b6861caf0f2c,27,M,West Bengal,Kolkata,Retail,Mass,Credit Card,2025-03-17,26-35,East
348,b56ddfc6-dae7-4649-8d01-3249ccb908cb,18,M,Karnataka,Bengaluru,Retail,Mass,Personal Loan,2022-02-13,18-25,South
349,f1b8e391-fa80-4148-b384-e390c7158ef8,32,F,Telangana,Hyderabad,Retail,Premium,Credit Card,2025-09-03,26-35,South
350,341ad9b9-90d5-4c24-be88-ae8042f846bd,42,M,Maharashtra,Mumbai,Retail,Wealth,Auto Loan,2022-01-17,36-45,West
351,2c7d04cc-37f7-4c78-b129-f9c8f99a6b40,32,F,Tamil Nadu,Chennai,Retail,Premium,Home Loan,2022-09-12,26-35,South
352,a705bfdc-0596-414e-96c6-28ec7d59683f,61,F,Maharashtra,Mumbai,Retail,Mass,Auto Loan,2025-08-22,56-65,West
353,e8a4ccfc-b3b6-43fc-82ce-c5836e0316e4,38,F,Telangana,Hyderabad,Retail,Mass,Personal Loan,2023-03-26,36-45,South
354,eae944ad-490e-43ec-8aec-0eff18a87a7d,53,M,Telangana,Hyderabad,Retail,Mass,Credit Card,2024-10-13,46-55,South
355,64391ba9-aafb-4ae4-a502-db9e5ac3f33f,41,M,Delhi,Delhi,Retail,Premium,Credit Card,2023-05-25,36-45,North
356,4a84115d-2f04-462f-aee6-afa6930a720e,47,M,Telangana,Hyderabad,Retail,High Value,Personal Loan,2025-12-07,46-55,South
357,16bb6b72-f305-4709-95a4-b6f4f549e6e5,41,F,Maharashtra,Pune,Retail,Premium,Personal Loan,2022-01-19,36-45,West
358,749e5dbb-a40f-4a12-b988-267d886fbde1,54,F,Haryana,Gurugram,Corporate,Mass,Home Loan,2023-03-19,46-55,North
359,d9e2faed-9119-437e-97f5-f4885c54af87,38,M,Delhi,Delhi,Retail,Premium,Credit Card,2024-01-08,36-45,North
360,fa3a197f-b2b7-4c38-b96e-690ab68854e5,43,F,Telangana,Hyderabad,Retail,High Value,Credit Card,2021-03-17,36-45,South
361,5006f9f0-d22c-47b3-ac3b-e155130daa77,42,M,West Bengal,Kolkata,Retail,Premium,Personal Loan,2022-06-22,36-45,East
362,a315a7a7-a8bc-4a2a-a0a0-9c700157028a,34,M,Maharashtra,Mumbai,Retail,Premium,Credit Card,2022-08-31,26-35,West
363,0cad9746-6eb2-4560-83f0-8e26a85591a4,42,M,Maharashtra,Mumbai,Retail,Mass,Personal Loan,2025-03-13,36-45,West
364,d8e918a5-53f1-4e39-8412-160a89827f3f,64,F,Maharashtra,Mumbai,Retail,Premium,Personal Loan,2023-04-07,56-65,West
365,e7bb3b5e-b982-4bee-8b36-0e3491cdbf53,34,M,Tamil Nadu,Chennai,SME,Mass,Credit Card,2022-03-02,26-35,South
366,58070884-933b-46ca-a5f0-1da09196d344,43,M,Delhi,Delhi,Retail,Mass,Personal Loan,2020-12-07,36-45,North
367,57d94e7a-4d47-4824-a3da-cf8ffba6ef89,53,F,Maharashtra,Pune,Retail,Premium,None,2022-09-11,46-55,West
368,a3b2d688-ced5-42a3-91c1-28fd3c507c08,51,M,Tamil Nadu,Chennai,Retail,High Value,Credit Card,2025-01-22,46-55,South
369,30f0655f-325c-4adc-ac79-a6e68d311e8e,38,M,Karnataka,Bengaluru,Retail,High Value,Personal Loan,2022-04-17,36-45,South
370,365b1da7-d089-48d3-9a55-6201fcf43cf3,18,M,Gujarat,Ahmedabad,SME,Mass,Personal Loan,2025-08-05,18-25,West
371,fcc191bb-d1df-4602-849e-2ca53b80fc3b,44,M,Maharashtra,Pune,Retail,Mass,Credit Card,2024-04-16,36-45,West
372,fb7fa484-2ce3-428e-9b8b-276e0c8a693b,18,M,Karnataka,Bengaluru,Retail,Mass,Personal Loan,2020-12-24,18-25,South
373,4434fb15-9b56-4b22-9ada-908239936dbc,55,M,Delhi,Delhi,Retail,Premium,Personal Loan,2021-08-12,46-55,North
374,09fe80e1-1e83-4a2f-bf57-86ec8fbb7fd7,40,F,Karnataka,Bengaluru,Retail,Premium,Credit Card,2021-01-22,36-45,South
375,97d7cc74-9504-4702-a7e2-238c3117b300,49,M,Maharashtra,Mumbai,Retail,Wealth,Personal Loan,2024-01-28,46-55,West
376,0e77d920-64a5-4a3a-8ffd-df23ebc71437,27,F,Maharashtra,Mumbai,Retail,Mass,Credit Card,2022-04-07,26-35,West
377,50215ef2-c12e-45ba-8249-9377170f8e7a,19,M,West Bengal,Kolkata,Retail,Mass,Credit Card,2022-03-03,18-25,East
378,859b0f49-d658-42be-b5f0-77d175ec28f8,41,M,Delhi,Delhi,Retail,Premium,Personal Loan,2024-08-28,36-45,North
379,b658ee33-2a8a-4de5-8d08-34e0f48df2aa,37,M,Delhi,Delhi,Retail,Mass,Home Loan,2020-11-03,36-45,North
380,e4602aaf-cd7a-469a-83f5-92cfe7df4735,32,M,Maharashtra,Pune,Retail,Wealth,Credit Card,2020-09-10,26-35,West
381,be91d3fa-3729-4ad1-b6fc-97f4bf6b7dee,39,M,Telangana,Hyderabad,Retail,Mass,Credit Card,2025-05-26,36-45,South
382,8d5593b0-8d6f-4998-bff0-c890753647e2,71,M,West Bengal,Kolkata,Retail,Mass,Personal Loan,2021-10-24,65+,East
